,Age,Community_Building,Country,Gender,Marital_Status,Opinions_on_Censorship,Web_Ordering,Years_on_Internet,Major_Occupation
647,65,0,16,1,1,0,2,1,Other
648,9,1,61,0,5,3,1,4,Education
649,37,1,43,0,1,0,1,4,Other
650,7,0,60,0,5,0,1,4,Education
651,8,3,80,1,5,2,1,0,Education
652,10,3,41,1,5,3,1,0,Education
653,76,1,55,0,2,3,1,0,Other
654,19,1,16,1,1,0,2,1,Professional
655,34,1,122,0,0,0,2,2,Other
656,50,3,16,1,0,0,2,4,Other
657,12,3,33,1,5,0,1,1,Education
658,47,0,16,0,2,3,1,4,Professional
659,14,3,77,0,3,3,2,0,Computer
660,9,3,118,1,5,1,2,0,Education
661,14,3,31,0,1,1,2,0,Education
662,43,0,16,0,5,0,2,0,Professional
663,12,0,122,1,3,3,2,1,Education
664,35,2,76,1,1,0,2,2,Computer
665,33,1,25,1,1,2,2,1,Other
666,21,1,16,1,1,0,2,3,Computer
667,26,3,6,0,1,0,2,2,Computer
668,8,0,85,0,5,3,1,2,Education
669,34,1,68,0,1,3,1,4,Education
670,40,1,114,1,1,3,2,4,Professional
671,29,3,76,1,3,0,2,3,Computer
672,59,1,71,1,1,2,2,4,Professional
673,33,0,31,0,1,0,1,2,Management
674,23,1,9,1,3,0,2,3,Education
675,26,3,122,1,1,0,2,0,Professional
676,43,1,74,1,1,1,2,4,Professional
677,35,3,1,1,0,0,2,4,Other
678,47,3,84,1,1,1,1,1,Education
679,12,1,123,0,5,2,1,0,Other
680,38,3,92,0,2,0,2,4,Computer
681,21,1,60,1,5,0,2,2,Other
682,76,1,31,0,1,0,2,1,Professional
683,11,1,61,1,5,0,1,0,Education
684,15,2,9,1,1,3,1,2,Other
685,10,3,9,0,5,0,0,0,Education
686,44,0,16,0,1,3,2,2,Other
687,41,0,92,1,1,0,2,0,Professional
688,23,1,92,1,5,2,2,0,Professional
689,36,1,89,1,0,1,2,2,Professional
690,43,1,6,1,5,0,2,0,Computer
691,12,0,84,0,5,0,1,4,Education
692,31,1,118,0,3,0,2,4,Computer
693,47,3,33,1,0,2,2,2,Professional
694,30,1,123,0,3,2,2,0,Computer
695,10,3,7,1,5,0,2,2,Other
696,10,1,98,1,5,3,2,0,Education
697,16,1,60,1,5,0,2,0,Education
698,8,1,41,1,5,0,1,4,Education
699,16,3,16,1,0,0,1,4,Computer
700,32,1,20,1,1,3,2,1,Management
701,43,0,122,0,1,3,2,4,Other
702,21,3,61,1,1,0,2,1,Computer
703,52,0,16,1,5,1,1,2,Other
704,12,3,30,0,3,1,1,0,Education
705,25,3,1,0,1,0,2,4,Professional
706,69,0,86,1,1,0,2,2,Other
707,32,2,105,1,1,1,2,0,Professional
708,69,0,31,1,1,0,1,2,Other
709,36,0,89,1,1,0,1,2,Other
710,39,3,88,1,3,1,2,1,Education
711,18,0,76,1,3,1,2,0,Education
712,41,0,59,0,5,0,1,1,Professional
713,12,1,63,1,5,0,2,2,Education
714,36,1,122,1,1,0,1,1,Computer
715,30,1,114,0,1,3,2,2,Other
716,28,0,126,0,5,0,2,1,Professional
717,10,3,77,1,5,1,1,0,Education
718,22,0,16,0,1,3,2,0,Management
719,12,0,76,1,5,2,2,0,Professional
720,31,3,92,1,3,2,2,0,Management
721,31,0,114,0,1,3,2,4,Management
722,22,3,90,1,1,0,2,0,Professional
723,21,1,122,1,6,0,2,0,Management
724,11,3,33,1,5,3,2,0,Computer
725,19,3,56,1,1,0,1,3,Computer
726,9,0,33,1,5,0,2,3,Education
727,12,0,74,1,5,0,2,1,Computer
728,25,1,16,1,1,3,2,0,Management
729,25,3,64,0,0,0,2,2,Professional
730,20,3,84,1,1,3,1,0,Professional
731,27,0,76,1,1,0,2,3,Other
732,37,3,85,1,1,3,2,0,Computer
733,76,1,16,1,3,0,2,1,Computer
734,19,2,60,1,0,1,1,2,Computer
735,55,0,16,1,0,0,1,4,Other
736,16,3,16,0,3,0,2,3,Computer
737,22,0,121,0,5,3,2,0,Other
738,8,3,86,0,5,0,1,0,Education
739,8,3,122,1,5,0,2,0,Education
740,16,3,16,1,3,3,2,0,Computer
741,21,0,51,0,1,0,2,0,Other
742,11,0,45,0,5,1,1,4,Education
743,12,0,126,1,5,3,2,0,Computer
744,25,3,6,0,1,0,2,0,Computer
745,15,3,111,1,5,3,2,0,Computer
746,47,3,21,0,1,3,2,4,Other
747,41,3,80,1,1,0,2,1,Education
748,37,0,85,1,1,2,2,0,Management
749,17,3,77,0,5,0,1,4,Professional
750,9,3,6,0,5,3,2,0,Other
751,12,1,16,0,5,3,2,0,Education
752,41,3,77,0,0,0,2,2,Education
753,19,3,126,0,5,3,2,3,Management
754,48,1,92,1,0,0,2,2,Professional
755,17,3,16,1,1,3,2,4,Management
756,23,3,55,1,5,3,1,2,Other
757,62,0,41,1,1,3,1,4,Other
758,12,0,118,1,5,1,2,4,Education
759,34,3,3,1,1,2,2,1,Professional
760,8,3,56,0,3,0,1,4,Education
761,26,3,33,1,1,1,2,3,Computer
762,32,1,92,0,1,0,1,0,Management
763,15,1,113,1,1,0,2,0,Management
764,47,1,92,1,1,1,2,4,Management
765,8,3,62,1,5,1,2,0,Education
766,11,3,16,0,5,3,2,0,Computer
767,16,2,47,0,5,3,1,0,Education
768,29,0,16,0,1,0,2,0,Professional
769,12,3,34,1,5,0,2,0,Education
770,45,3,123,1,3,0,2,3,Computer
771,31,1,60,1,0,3,2,0,Management
772,17,3,76,0,1,0,1,3,Education
773,27,0,16,0,3,0,1,0,Management
774,11,3,126,0,5,3,1,0,Education
775,12,0,92,1,5,0,2,1,Education
776,37,3,61,1,1,0,2,4,Other
777,25,3,21,1,5,0,2,0,Professional
778,19,3,31,1,5,0,2,2,Professional
779,58,3,31,1,4,3,2,2,Other
780,18,2,41,1,5,0,1,0,Other
781,22,1,9,1,5,0,2,0,Computer
782,41,1,33,1,0,1,2,0,Professional
783,33,3,92,1,1,0,1,1,Computer
784,32,3,41,1,1,0,2,4,Other
785,21,0,89,0,5,3,2,2,Professional
786,37,0,33,1,0,1,1,0,Management
787,12,2,59,1,5,0,2,0,Education
788,50,3,63,0,0,0,1,2,Professional
789,41,0,36,0,0,3,2,4,Other
790,10,0,104,1,5,0,1,4,Computer
791,8,3,114,1,5,0,2,2,Education
792,45,0,61,1,1,3,2,4,Management
793,16,3,123,0,1,3,2,4,Other
794,25,3,86,1,1,2,2,1,Education
795,24,3,123,1,5,3,1,4,Other
796,12,0,61,0,5,0,2,1,Education
797,31,0,122,0,0,0,2,0,Management
798,29,0,114,1,1,3,2,0,Management
799,14,0,34,1,5,1,2,0,Education
800,29,3,16,1,1,0,2,1,Computer
801,19,0,110,0,2,2,2,1,Other
802,8,0,51,1,5,0,1,4,Education
803,28,0,71,0,0,0,1,2,Management
804,38,3,31,1,3,3,1,0,Education
805,32,1,16,1,5,0,2,2,Professional
806,21,0,76,1,1,1,2,1,Computer
807,19,0,126,0,3,3,2,0,Management
808,7,0,113,1,5,0,2,0,Management
809,9,3,16,0,3,3,2,1,Education
810,9,2,34,1,5,0,2,1,Education
811,34,0,16,1,5,1,2,0,Other
812,50,1,16,1,5,0,2,2,Other
813,14,3,92,1,5,0,2,3,Education
814,16,1,85,1,1,0,2,3,Computer
815,13,3,115,1,3,0,2,0,Professional
816,4,0,74,1,5,2,0,2,Education
817,23,3,20,1,0,0,2,0,Professional
818,10,1,33,0,5,3,0,4,Education
819,21,1,33,1,5,0,2,1,Other
820,39,1,74,0,1,3,2,2,Other
821,23,3,113,1,5,0,2,0,Management
822,7,3,61,1,5,0,2,1,Education
823,4,3,76,1,5,0,1,2,Education
824,8,3,80,1,5,0,2,0,Education
825,37,0,124,1,3,0,1,4,Professional
826,42,0,64,0,1,0,2,4,Other
827,26,1,122,1,1,3,2,0,Computer
828,19,3,114,0,5,0,2,2,Other
829,14,3,80,1,5,0,2,3,Computer
830,5,0,88,0,5,2,1,2,Education
831,8,0,92,0,5,0,1,4,Education
832,9,3,62,0,5,2,2,1,Education
833,8,1,118,0,5,1,1,0,Education
834,22,3,16,1,1,1,2,0,Computer
835,21,1,80,1,1,0,2,3,Computer
836,9,0,88,1,5,3,1,4,Education
837,29,3,52,0,1,0,2,0,Computer
838,41,0,33,1,1,0,1,0,Other
839,34,3,85,0,1,0,2,4,Other
840,13,3,9,1,5,0,2,1,Education
841,16,3,16,0,1,3,2,1,Education
842,28,0,122,0,1,0,1,0,Management
843,14,3,16,1,5,1,2,1,Professional
844,31,3,98,1,1,0,2,0,Professional
845,33,3,74,1,5,0,2,2,Other
846,8,0,9,0,5,3,1,2,Education
847,24,3,76,0,1,2,2,3,Professional
848,8,0,60,0,5,3,1,0,Education
849,42,0,75,1,1,1,2,2,Other
850,39,0,16,0,0,3,2,0,Computer
851,41,1,52,1,0,0,2,0,Other
852,49,3,61,1,1,0,2,0,Other
853,18,3,41,1,1,1,1,1,Education
854,48,1,106,1,1,0,2,1,Other
855,18,2,76,1,5,0,2,0,Professional
856,25,3,114,0,1,0,2,0,Computer
857,31,0,16,0,1,0,1,4,Other
858,31,3,16,1,5,0,2,3,Computer
859,61,3,16,1,0,0,2,2,Professional
860,14,1,9,1,1,0,2,0,Education
861,10,0,33,1,5,3,1,0,Computer
862,26,3,60,1,5,0,2,0,Management
863,34,3,123,1,1,0,2,1,Computer
864,13,2,16,1,5,0,1,1,Education
865,20,3,74,1,1,1,2,0,Professional
866,28,3,55,1,0,3,2,1,Computer
867,30,3,33,0,1,2,1,4,Professional
868,24,3,55,1,5,0,2,2,Other
869,11,3,51,0,5,3,2,0,Education
870,36,0,16,1,1,0,2,0,Management
871,9,3,123,0,3,0,2,0,Computer
872,41,3,76,0,3,2,2,4,Other
873,13,3,122,1,5,0,2,1,Professional
874,18,3,43,0,5,1,2,2,Other
875,23,0,16,1,0,0,2,0,Management
876,11,3,92,0,5,3,2,0,Education
877,14,1,34,1,5,0,1,0,Education
878,32,3,61,1,0,2,2,4,Other
879,30,1,118,1,1,3,2,1,Management
880,12,3,114,1,5,0,2,0,Professional
881,28,3,43,1,1,1,2,0,Other
882,59,1,61,1,1,0,2,0,Other
883,22,3,16,1,1,3,2,1,Management
884,8,3,16,1,2,3,2,0,Education
885,13,1,52,1,5,2,2,0,Education
886,17,3,16,1,5,3,2,1,Professional
887,18,1,85,1,0,0,2,1,Professional
888,21,1,16,1,5,3,2,0,Computer
889,20,3,31,1,5,3,1,4,Other
890,34,1,9,1,1,3,2,1,Professional
891,38,3,86,1,1,0,2,0,Management
892,27,2,6,1,1,0,1,2,Professional
893,57,0,80,1,0,3,2,4,Other
894,21,3,33,0,1,3,1,0,Professional
895,59,3,88,1,1,3,2,1,Other
896,41,3,16,0,4,0,2,0,Other
897,20,3,48,0,3,3,1,4,Other
898,16,1,52,1,1,0,2,1,Computer
899,37,1,16,1,1,3,2,0,Other
900,39,0,31,0,1,2,1,4,Professional
901,15,2,103,1,5,1,1,0,Education
902,21,0,20,1,1,2,2,0,Computer
903,23,0,16,0,2,2,1,3,Professional
904,22,3,111,0,1,3,1,1,Professional
905,30,3,85,0,1,0,2,0,Management
906,42,3,114,1,1,0,1,2,Education
907,13,1,33,1,5,0,2,0,Education
908,36,1,114,1,5,0,2,2,Management
909,35,0,52,0,3,1,2,2,Computer
910,24,0,21,1,3,0,2,0,Computer
911,36,3,36,0,0,2,2,4,Other
912,44,3,20,1,1,0,2,1,Computer
913,20,3,112,1,1,0,2,0,Management
914,32,1,60,1,1,3,2,0,Management
915,26,3,122,1,1,3,2,3,Computer
916,38,0,16,1,0,2,2,4,Professional
917,76,3,16,0,1,0,2,1,Education
918,13,3,114,1,1,3,2,1,Education
919,11,0,20,0,5,1,2,1,Education
920,43,3,16,0,1,1,2,1,Professional
921,8,0,33,0,5,0,2,2,Education
922,14,3,21,1,3,0,2,1,Computer
923,55,0,74,1,1,0,2,1,Professional
924,49,0,16,1,1,0,1,2,Other
925,62,0,31,1,5,3,1,4,Other
926,28,3,76,0,1,3,2,4,Education
927,26,3,76,1,5,3,2,2,Other
928,18,3,114,0,3,1,2,0,Education
929,26,1,92,1,5,3,2,0,Professional
930,32,3,60,0,0,0,2,1,Computer
931,15,3,16,1,3,0,2,1,Education
932,42,3,122,1,1,0,2,0,Education
933,37,3,92,1,5,0,2,3,Computer
934,18,3,9,1,5,3,2,1,Computer
935,38,0,31,1,0,0,2,4,Other
936,8,0,119,1,5,0,1,4,Education
937,49,3,76,0,1,0,1,2,Other
938,17,3,41,0,5,2,1,1,Education
939,36,1,75,1,1,0,2,1,Professional
940,36,3,41,1,1,0,2,1,Computer
941,42,0,118,0,1,1,2,1,Computer
942,18,3,85,0,1,2,1,4,Other
943,25,0,33,1,5,0,2,2,Other
944,26,1,76,1,5,0,2,2,Other
945,9,1,88,1,5,3,1,1,Education
946,14,1,9,1,5,0,2,0,Management
947,16,0,59,1,1,0,1,1,Education
948,23,0,85,0,5,3,2,0,Other
949,14,0,31,0,5,1,2,2,Other
950,55,3,52,0,0,0,1,2,Other
951,34,3,114,0,1,0,2,1,Other
952,13,3,114,1,4,0,2,4,Management
953,16,3,124,0,5,0,1,0,Professional
954,4,0,56,1,2,0,1,4,Education
955,22,3,40,1,5,0,2,4,Other
956,17,3,75,0,5,2,2,4,Other
957,13,1,122,1,5,3,1,0,Management
958,37,0,16,1,0,0,2,0,Management
959,17,3,41,1,5,3,1,4,Professional
960,45,1,33,1,1,0,2,0,Professional
961,32,3,64,1,1,0,2,1,Professional
962,31,1,61,1,1,0,1,0,Professional
963,50,1,45,1,1,0,2,4,Other
964,19,0,59,0,5,0,2,0,Education
965,25,3,33,0,5,0,2,3,Other
966,13,0,88,1,3,0,1,4,Education
967,14,3,43,1,1,0,2,0,Education
968,14,1,25,1,5,1,2,0,Computer
969,11,0,85,1,5,3,1,0,Education
970,11,0,126,0,5,1,2,0,Education
971,23,3,80,1,1,2,2,1,Computer
972,18,1,123,1,1,0,2,2,Professional
973,5,3,33,0,5,0,1,2,Education
974,25,2,105,1,4,0,1,2,Computer
975,13,0,123,0,3,3,1,0,Computer
976,39,1,85,0,1,3,1,4,Other
977,8,0,55,0,5,3,2,4,Education
978,28,0,59,0,1,0,1,4,Professional
979,25,0,9,1,1,0,2,4,Other
980,19,3,76,1,5,0,1,0,Management
981,14,1,124,0,3,1,1,1,Professional
982,18,3,61,0,5,3,2,0,Management
983,13,1,114,1,5,0,2,1,Management
984,17,3,123,1,1,2,1,3,Computer
985,22,2,76,0,5,0,2,3,Education
986,43,1,85,0,1,0,1,4,Other
987,41,0,16,0,3,0,1,0,Other
988,45,0,98,1,3,3,2,0,Computer
989,20,1,60,1,5,2,2,1,Computer
990,76,0,127,0,2,3,1,2,Education
991,39,3,16,0,1,0,1,4,Professional
992,38,1,76,1,1,0,1,4,Professional
993,23,0,9,1,1,0,1,4,Computer
994,20,3,118,0,1,3,2,4,Professional
995,39,3,73,1,1,2,2,0,Professional
996,52,3,16,1,1,3,1,1,Management
997,44,0,16,1,0,1,2,2,Other
998,34,0,85,0,1,3,2,4,Professional
999,76,0,71,1,5,0,0,2,Other
1000,48,3,80,1,1,3,2,0,Management
1001,21,3,92,0,1,0,2,0,Other
1002,6,1,59,1,5,0,1,0,Education
1003,8,3,43,1,5,2,1,0,Education
1004,20,0,61,1,1,0,1,0,Other
1005,30,3,55,0,1,1,2,0,Professional
1006,71,3,1,1,1,0,2,2,Other
1007,50,3,16,1,1,1,2,1,Other
1008,15,3,111,1,5,1,2,0,Management
1009,28,1,21,1,1,0,2,3,Computer
1010,34,3,16,1,5,0,2,0,Computer
1011,11,1,16,1,5,0,2,1,Education
1012,23,3,16,1,5,0,2,0,Computer
1013,52,0,89,0,1,0,2,0,Other
1014,30,3,16,0,0,0,2,1,Computer
1015,76,0,73,1,5,0,1,4,Education
1016,9,0,41,0,5,0,1,4,Education
1017,42,1,92,1,1,3,2,0,Management
1018,10,3,104,1,5,3,2,0,Computer
1019,17,0,114,1,1,3,2,3,Management
1020,29,3,114,1,4,0,2,3,Computer
1021,14,1,33,1,5,0,1,1,Education
1022,17,1,6,1,5,0,2,3,Computer
1023,11,3,98,0,5,0,1,0,Education
1024,25,3,122,1,1,0,2,2,Professional
1025,35,1,92,0,5,0,2,0,Other
1026,23,0,59,0,1,0,1,4,Management
1027,32,3,71,1,3,0,2,0,Other
1028,46,3,80,1,1,0,2,3,Education
1029,35,3,9,1,3,3,1,0,Professional
1030,25,3,99,1,1,2,1,2,Professional
1031,47,3,81,1,6,0,2,3,Professional
1032,76,3,21,1,2,0,1,4,Other
1033,9,0,92,0,2,3,2,0,Education
1034,11,0,76,0,5,3,1,0,Professional
1035,19,0,126,0,3,0,2,0,Education
1036,36,3,16,0,3,3,2,0,Professional
1037,26,3,125,0,3,0,2,2,Professional
1038,34,0,76,1,1,3,2,4,Management
1039,52,3,122,0,6,0,2,4,Other
1040,34,0,51,1,5,0,2,4,Professional
1041,38,3,9,1,1,1,2,0,Management
1042,23,3,43,0,1,1,2,0,Other
1043,12,1,20,1,5,0,2,1,Education
1044,20,3,104,1,1,0,2,0,Professional
1045,22,3,76,1,1,3,2,0,Management
1046,18,3,99,0,1,0,2,4,Other
1047,15,0,33,0,5,2,1,0,Computer
1048,11,3,16,0,1,1,2,2,Other
1049,25,3,16,1,1,0,2,0,Professional
1050,17,0,114,0,0,0,2,0,Education
1051,19,1,60,1,0,1,2,3,Computer
1052,42,0,41,0,1,0,1,4,Education
1053,24,0,73,1,1,1,2,3,Computer
1054,30,3,9,1,0,0,2,3,Computer
1055,36,0,122,0,0,0,1,4,Professional
1056,17,3,114,1,5,0,1,0,Professional
1057,36,2,40,1,1,3,2,3,Computer
1058,12,3,7,1,5,0,2,1,Professional
1059,31,0,9,1,1,0,2,0,Education
1060,8,3,6,1,5,0,2,0,Computer
1061,30,0,16,1,1,0,1,0,Management
1062,45,1,88,1,1,0,2,1,Professional
1063,19,3,10,0,3,3,2,1,Computer
1064,22,0,73,0,0,0,2,4,Other
1065,33,3,123,1,5,0,2,4,Other
1066,23,0,92,1,5,0,1,4,Other
1067,76,1,9,0,5,3,1,4,Education
1068,44,1,123,1,1,0,2,0,Management
1069,6,1,1,0,5,3,2,2,Education
1070,22,1,76,1,1,1,2,1,Professional
1071,44,3,123,1,3,0,2,2,Computer
1072,21,3,125,0,1,2,2,1,Computer
1073,36,3,88,1,5,0,2,1,Management
1074,17,3,93,1,5,0,2,2,Professional
1075,22,3,98,1,5,0,2,0,Professional
1076,13,3,76,1,5,0,2,1,Computer
1077,24,3,60,0,1,3,2,0,Computer
1078,28,0,43,0,4,2,2,0,Computer
1079,33,1,60,0,4,0,2,2,Professional
1080,14,0,6,1,3,1,1,4,Computer
1081,27,3,111,1,0,3,2,0,Management
1082,22,0,52,1,1,3,2,1,Computer
1083,23,3,76,0,5,1,2,3,Computer
1084,24,0,123,1,5,0,2,1,Professional
1085,29,0,6,1,1,0,2,4,Management
1086,25,1,20,1,1,1,1,2,Management
1087,35,0,41,1,1,0,1,4,Other
1088,65,1,75,1,1,0,2,0,Professional
1089,10,0,113,0,1,1,2,0,Other
1090,24,1,6,1,5,1,2,2,Professional
1091,45,3,31,0,0,0,2,4,Professional
1092,11,3,117,0,5,3,2,0,Education
1093,23,3,48,1,1,0,2,1,Management
1094,44,3,16,1,5,0,1,3,Computer
1095,16,3,114,1,1,0,2,2,Management
1096,11,0,76,0,5,0,1,1,Education
1097,27,0,56,1,1,2,2,1,Professional
1098,32,3,31,1,1,0,2,0,Professional
1099,32,0,20,1,1,0,2,0,Professional
1100,8,0,92,0,5,3,2,0,Education
1101,31,3,21,1,5,2,2,1,Professional
1102,17,3,71,0,5,1,2,0,Computer
1103,5,0,76,1,5,1,2,2,Education
1104,16,1,89,1,1,0,2,0,Professional
1105,33,0,31,0,1,1,1,4,Other
1106,33,1,61,0,0,3,2,2,Computer
1107,24,3,59,1,1,0,1,4,Professional
1108,28,1,85,1,5,1,1,1,Education
1109,32,0,55,1,1,1,2,3,Management
1110,42,3,3,0,1,0,2,0,Management
1111,76,1,31,0,1,0,1,2,Management
1112,14,3,33,1,5,0,2,0,Computer
1113,44,0,16,0,0,3,2,4,Other
1114,25,0,16,0,3,1,2,0,Computer
1115,25,0,88,1,1,2,1,2,Other
1116,29,1,31,1,0,0,2,1,Computer
1117,26,1,50,1,1,3,2,0,Professional
1118,13,3,1,0,5,3,1,1,Education
1119,76,1,76,1,0,1,2,4,Other
1120,15,1,92,1,6,0,1,0,Professional
1121,29,3,41,0,1,0,1,4,Professional
1122,25,0,14,1,1,0,2,0,Other
1123,39,1,62,0,1,0,1,4,Professional
1124,31,3,113,0,0,0,2,0,Other
1125,19,3,123,1,5,0,2,0,Computer
1126,76,1,71,1,1,0,2,0,Management
1127,13,3,30,1,5,0,1,1,Computer
1128,21,0,60,0,2,1,2,0,Professional
1129,53,3,20,1,1,0,2,1,Education
1130,22,3,31,1,1,0,2,4,Other
1131,28,3,16,1,5,0,2,0,Computer
1132,76,0,16,0,2,0,1,3,Computer
1133,41,3,20,1,1,0,2,2,Management
1134,14,3,76,1,5,3,1,2,Professional
1135,24,3,118,1,5,1,2,0,Computer
1136,37,3,92,1,5,0,2,3,Management
1137,14,3,69,1,5,1,1,1,Education
1138,19,0,104,0,1,0,2,0,Computer
1139,30,1,114,0,1,0,2,4,Other
1140,29,0,61,1,1,0,2,4,Other
1141,31,0,120,1,5,3,2,0,Management
1142,24,1,123,0,1,2,2,4,Other
1143,8,3,80,1,5,0,2,0,Education
1144,12,3,9,1,5,1,2,0,Education
1145,14,1,61,1,3,0,2,0,Education
1146,15,3,16,0,0,0,2,1,Other
1147,36,3,74,0,4,0,2,2,Computer
1148,54,1,16,0,0,0,1,4,Education
1149,39,3,59,0,1,3,2,0,Computer
1150,24,1,10,1,1,0,2,0,Computer
1151,8,3,76,0,5,1,1,0,Education
1152,30,3,33,1,0,0,2,0,Computer
1153,39,1,74,1,1,0,2,0,Computer
1154,32,0,9,0,0,0,1,4,Management
1155,34,1,33,1,0,2,2,2,Professional
1156,11,0,118,1,3,2,1,0,Education
1157,76,0,41,0,1,0,1,4,Other
1158,8,3,61,0,5,3,2,4,Education
1159,43,0,92,1,1,0,2,1,Education
1160,19,3,126,1,1,0,2,0,Other
1161,7,3,33,1,5,0,2,1,Education
1162,9,1,114,1,5,3,2,0,Education
1163,57,3,33,1,3,1,2,1,Management
1164,25,1,76,1,0,1,2,0,Computer
1165,31,3,61,0,1,0,2,2,Other
1166,15,3,48,1,5,0,2,1,Other
1167,41,3,31,1,1,0,1,4,Professional
1168,28,3,7,0,1,0,2,2,Professional
1169,27,1,41,0,1,0,2,0,Professional
1170,12,3,86,1,1,1,1,4,Other
1171,28,3,62,0,1,0,2,0,Computer
1172,22,3,118,1,1,0,2,1,Professional
1173,17,0,114,0,5,2,2,0,Computer
1174,18,1,118,0,5,3,1,0,Management
1175,10,3,118,1,5,0,1,0,Education
1176,23,1,16,1,1,0,1,1,Professional
1177,16,3,92,1,2,0,2,3,Education
1178,24,3,108,1,3,0,2,0,Professional
1179,44,0,64,1,1,1,1,0,Other
1180,23,3,16,0,1,0,2,3,Computer
1181,14,0,76,0,5,0,2,0,Computer
1182,17,3,9,1,5,0,1,0,Professional
1183,39,1,92,0,0,1,1,2,Professional
1184,30,3,71,1,0,2,2,2,Other
1185,6,3,41,0,5,3,2,0,Education
1186,36,3,114,0,5,1,2,2,Other
1187,35,0,21,0,1,3,2,4,Management
1188,6,1,51,0,5,2,2,2,Education
1189,30,3,122,0,1,3,1,1,Education
1190,44,0,31,1,1,0,2,4,Professional
1191,28,0,31,0,2,0,1,1,Computer
1192,56,0,114,1,1,0,2,0,Other
1193,9,3,76,1,5,1,2,3,Education
1194,33,0,119,0,5,0,2,2,Computer
1195,37,0,31,1,1,0,2,0,Management
1196,44,3,121,1,1,0,2,0,Professional
1197,39,3,118,1,1,1,1,1,Computer
1198,4,3,6,1,5,3,1,0,Education
1199,8,0,118,1,5,1,1,4,Education
1200,9,1,80,1,5,3,2,1,Education
1201,10,3,9,0,5,3,1,4,Computer
1202,11,0,126,1,5,0,2,0,Education
1203,20,3,80,1,1,0,1,2,Professional
1204,14,0,45,1,5,0,2,4,Professional
1205,29,0,33,1,1,0,2,0,Other
1206,25,0,92,1,1,0,2,0,Computer
1207,25,3,118,1,5,0,2,1,Computer
1208,43,0,88,0,0,0,2,0,Computer
1209,5,1,31,0,5,0,1,2,Education
1210,15,0,88,0,1,1,2,0,Computer
1211,19,3,14,0,1,3,2,1,Other
1212,25,3,62,1,3,0,2,0,Computer
1213,39,3,43,1,5,0,1,4,Other
1214,31,0,123,0,1,0,1,4,Professional
1215,27,0,33,1,0,0,2,1,Management
1216,32,3,123,0,1,3,2,1,Professional
1217,20,3,74,1,1,1,2,1,Other
1218,19,3,74,1,5,2,2,3,Computer
1219,8,3,33,1,5,1,2,0,Education
1220,21,1,62,1,3,3,2,3,Professional
1221,13,3,60,0,5,3,1,1,Professional
1222,42,0,60,1,1,2,2,3,Professional
1223,14,3,16,1,5,0,2,0,Computer
1224,21,1,33,0,1,0,2,2,Professional
1225,54,3,74,1,0,1,2,0,Professional
1226,42,3,61,0,1,3,1,1,Management
1227,32,3,21,1,0,0,2,0,Professional
1228,23,3,59,1,1,3,2,0,Other
1229,41,0,61,0,1,3,1,0,Other
1230,18,3,42,1,5,3,2,0,Education
1231,65,0,114,1,1,2,2,0,Management
1232,25,1,31,1,5,1,2,1,Education
1233,19,3,33,1,5,1,1,4,Other
1234,26,3,26,1,1,3,2,0,Computer
1235,5,0,76,0,5,0,1,1,Education
1236,34,3,31,1,1,0,1,1,Professional
1237,16,1,65,1,5,0,2,0,Education
1238,17,3,43,0,0,0,1,2,Other
1239,14,1,33,1,1,0,2,1,Computer
1240,23,3,85,0,1,0,2,2,Other
1241,13,1,98,1,5,3,2,1,Computer
1242,76,0,126,1,1,2,1,4,Other
1243,34,3,123,0,1,1,1,3,Computer
1244,15,1,76,0,3,1,2,0,Professional
1245,41,1,86,1,1,3,2,2,Other
1246,41,0,88,1,1,2,1,2,Professional
1247,36,3,41,0,1,0,2,4,Other
1248,19,1,62,0,5,0,1,2,Other
1249,31,3,61,1,5,2,2,2,Other
1250,48,3,85,0,1,3,1,4,Other
1251,34,0,113,1,1,0,2,4,Other
1252,57,3,6,1,1,0,2,3,Other
1253,20,1,123,0,1,0,2,1,Computer
1254,47,0,21,1,1,0,2,0,Education
1255,8,3,33,1,5,1,2,1,Education
1256,41,0,76,1,1,3,1,2,Education
1257,7,1,59,0,5,1,2,0,Education
1258,33,0,61,1,1,0,1,4,Other
1259,14,3,122,1,5,0,2,0,Computer
1260,6,0,105,1,5,0,2,0,Education
1261,11,3,76,1,5,0,2,4,Education
1262,36,3,86,0,3,3,1,4,Other
1263,37,3,40,1,1,3,2,0,Management
1264,33,3,74,0,0,0,1,2,Education
1265,9,1,33,0,5,3,1,2,Education
1266,24,0,9,1,1,0,2,0,Other
1267,12,3,16,1,1,0,2,2,Other
1268,41,3,31,1,5,0,1,4,Professional
1269,9,0,57,1,5,3,1,0,Computer
1270,19,1,31,0,0,0,1,0,Other
1271,24,3,76,1,1,3,2,0,Professional
1272,32,3,74,1,1,0,2,3,Professional
1273,16,3,65,1,5,1,2,0,Education
1274,30,0,14,1,1,0,2,0,Professional
1275,43,0,80,0,5,3,2,2,Other
1276,36,3,61,1,1,1,1,0,Professional
1277,17,0,52,0,5,2,1,4,Computer
1278,43,0,92,1,1,0,2,4,Professional
1279,20,3,61,1,1,0,2,1,Education
1280,55,3,76,0,3,1,2,0,Other
1281,46,3,114,1,5,0,2,0,Management
1282,11,3,60,0,5,0,2,0,Education
1283,18,1,114,0,1,2,2,0,Computer
