who,Actual_Time,Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
91737,Service_Industry_Occupation,25,Less,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,High_School,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo
95734,K-12_Educator,42,Equally,0,0,1,0,0,0,0,0,Netherlands,0,0,0,1,0,0,Masters,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,Europe,Education,Married,Navigation,4,Win95,Dutch,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,1-3_yr
96096,College_Student,21,Equally,1,1,0,1,0,1,0,1,Illinois,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,4,Win95,English,Primarily_work,White,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Already_paying,1-3_yr
93607,Other,42,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Professional,Single,Censorship,1,Windows,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Bisexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo
97596,College_Student,21,Equally,0,0,1,0,0,0,0,0,Pennsylvania,1,0,0,0,0,0,Some_College,Under_25,Female,$40-49,0,0,0,0,0,0,1,0,1,USA,Education,Single,Taxes,1,Windows,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Already_paying,1-3_yr
91336,Counselor,28,More,1,0,0,0,0,1,1,0,Utah,0,0,0,1,0,0,Some_College,NA,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,OS2,English,School,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo
93737,Other,23,More,0,1,0,0,0,1,0,0,Colorado,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Navigation,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,4-6_yr
96321,K-12_Student,17,Equally,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,High_School,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Other,2,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,No,Heterosexual,No,No,0,0,1,0,0,0,Cost_too_high,Under_6_mo
99751,Other,47,Equally,1,0,0,1,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,NA,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Other,Divorced,Navigation,3,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,6-12_mo
79509,Other,43,Equally,0,0,1,0,0,0,0,0,Nevada,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Unix,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Poor_quality,Over_7_yr
97192,College_Student,20,Dont_Know,1,0,0,0,0,1,1,0,Michigan,0,0,0,0,0,1,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Language,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Cost_too_high,1-3_yr
99211,Salesperson,44,Less,0,0,0,1,0,1,0,0,Illinois,0,0,0,1,0,0,College,51-75,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,1,0,0,1,1,Other_sources,4-6_yr
98182,Programmer,38,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,4,?,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other,4-6_yr
95740,College_Student,26,More,0,1,0,1,0,1,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,1,0,USA,Education,Single,Other,1,Macintosh,English,Primarily_home,White,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
98178,CEO,49,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,1,0,0,0,0,0,USA,Management,Single,Taxes,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Yes,Bisexual,No,No,0,0,0,0,1,1,Other_sources,4-6_yr
60321,Other,38,More,0,0,0,0,0,1,0,0,Alberta,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,1,0,0,0,0,0,0,Canada,Computer,Married,Privacy,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
94363,IS,50,More,1,1,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,Macintosh,English,Primarily_home,White,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr
99060,Other,49,More,0,0,0,0,0,1,0,1,Australia,0,0,0,1,0,0,Special,Never,Female,$50-74,0,1,0,0,0,0,0,0,0,Oceania,Computer,Other,Privacy,3,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Lesbian,Yes,Yes,0,0,0,0,0,1,Already_paying,4-6_yr
99225,Programmer,37,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,3,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0,Poor_quality,4-6_yr
95624,Other,22,Equally,0,0,0,0,0,1,0,1,United_Kingdom,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,1,0,0,0,0,0,0,Europe,Computer,Single,Other,4,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Dont_trust,Under_6_mo
99754,Homemaker,5,Dont_Know,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,NA,Female,Under_$10,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Navigation,4,?,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
90297,Nurse,34,More,0,0,0,0,0,1,0,0,Kentucky,0,0,0,1,0,0,Masters,Over_75,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Navigation,1,Win95,american,Primarily_work,Other,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Already_paying,1-3_yr
90301,Administrator/Secretary,42,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Privacy,1,?,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Payment_mechanism,4-6_yr
99829,Physician,57,More,1,0,0,0,0,1,0,1,Washington_D.C.,0,0,0,1,0,0,Professional,Not_Say,Male,$40-49,0,0,0,0,0,0,1,0,0,USA,Professional,Divorced,Privacy,4,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not_Say,Transgender,No,No,0,0,0,0,1,0,Cost_too_high,6-12_mo
76679,Programmer,27,More,0,1,0,0,0,0,0,0,Wyoming,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Dont_Know,2,Windows,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
93469,Programmer,30,More,0,1,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,Canada,Computer,Single,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other,4-6_yr
90307,Retired,68,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,26-50,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
99740,College_Student,23,More,1,0,0,0,1,1,0,1,South_Dakota,0,0,0,1,0,0,Some_College,Never,Male,$10-19,1,0,0,0,0,0,0,0,0,USA,Education,Single,Other,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr
90312,CEO,41,More,0,0,0,1,0,0,0,0,Alberta,0,0,0,1,0,0,Special,Never,Female,$20-29,0,1,0,0,0,0,0,0,0,Canada,Management,Married,Other,1,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
90313,IS,25,Less,1,1,0,0,0,0,0,0,Missouri,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,Win95,English,Primarily_home,White,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other,4-6_yr
90315,Other,33,Equally,1,1,0,0,0,0,0,0,Arizona,0,0,0,1,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,?,English,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,6-12_mo
66171,College_Educator,43,Dont_Know,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,Doctoral,Never,Male,Not_Say,0,1,0,0,0,0,0,0,0,USA,Education,Married,Privacy,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Poor_quality,Over_7_yr
90935,Other,45,More,1,1,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,NA,Male,$50-74,0,0,0,1,0,0,0,0,1,USA,Professional,Divorced,Privacy,4,?,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo
91209,Manager,18,Equally,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Never,Female,Over_$100,0,0,0,1,0,0,0,0,1,USA,Management,Single,Navigation,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,No,Heterosexual,Yes,No,0,0,1,0,0,0,Already_paying,1-3_yr
94781,Other,25,More,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Masters,Under_25,Male,$40-49,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Navigation,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
90320,Broadcast/Media_Professional,42,More,0,1,0,0,0,1,0,0,Connecticut,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,?,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,1-3_yr
90323,Service_Industry_Occupation,52,Dont_Know,0,0,0,0,0,1,0,0,New_Hampshire,0,0,0,1,0,0,High_School,Never,Male,$50-74,0,0,0,0,0,0,0,1,1,USA,Other,Married,Dont_Know,3,?,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Other_sources,6-12_mo
90324,Other,34,Dont_Know,0,0,0,0,0,1,0,0,Texas,0,1,0,0,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Navigation,3,?,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,1,0,Dont_trust,Under_6_mo
94585,K-12_Student,15,More,0,0,1,0,0,0,0,0,Saskatchewan,0,0,0,1,0,0,Grammar,Over_75,Female,$75-99,0,0,0,0,0,0,1,0,0,Canada,Education,Single,Privacy,2,Win95,English,Primarily_home,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Dont_know,Yes,0,0,1,0,0,0,Payment_mechanism,1-3_yr
98600,Technician,53,Equally,0,0,1,0,0,0,0,0,South_Carolina,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,Win95,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
99425,Homemaker,51,More,1,1,0,0,0,0,0,1,New_York,0,0,0,1,0,0,High_School,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,?,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
90333,College_Student,24,Dont_Know,0,0,0,0,0,1,0,0,Ontario,0,1,0,0,0,0,College,Under_25,Male,Under_$10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Other,2,Win95,English,Primarily_home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,1,0,Cost_too_high,1-3_yr
93816,Engineer,49,Dont_Know,0,0,1,0,0,0,0,0,Delaware,0,0,0,1,0,0,Doctoral,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Navigation,2,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
97034,Civil_Servant,41,Dont_Know,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Encryption,1,?,English,Home,Asian,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
92791,K-12_Student,16,More,0,1,0,1,0,0,1,0,South_Carolina,0,0,0,1,0,0,Grammar,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,1,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
96710,College_Student,26,More,0,1,0,0,0,0,1,0,Massachusetts,0,0,0,1,0,0,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Other,Censorship,1,Macintosh,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0,Other_sources,1-3_yr
90338,Service_Industry_Occupation,34,Dont_Know,0,1,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Special,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
90340,CEO,41,Less,0,0,0,1,0,1,0,0,Virginia,0,0,0,1,0,0,Doctoral,Not_Say,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Management,Married,Encryption,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,1,Poor_quality,Over_7_yr
90345,Homemaker,36,Dont_Know,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,High_School,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,?,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
90346,Other,22,Equally,0,1,0,0,0,0,0,1,New_York,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Widowed,Censorship,1,?,English,Primarily_home,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr
81786,Other,43,More,1,1,0,1,1,1,1,1,Tennessee,0,0,0,0,1,0,Some_College,Never,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Cost_too_high,4-6_yr
92227,College_Student,44,Equally,0,0,0,1,0,0,0,0,Colorado,0,0,0,1,0,0,College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Divorced,Privacy,1,Win95,English,Primarily_home,Other,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr
90350,K-12_Educator,45,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,$50-74,1,0,0,0,0,0,0,0,0,USA,Education,Married,Navigation,1,?,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
90351,College_Student,23,More,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,Some_College,Over_75,Male,$40-49,0,1,0,0,0,0,0,0,0,USA,Education,Single,Censorship,4,Win95,English,Primarily_home,White,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other_sources,1-3_yr
90353,College_Student,20,Equally,0,0,1,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Some_College,26-50,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,1,Win95,English,Primarily_work,White,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,1,1,0,Other_sources,1-3_yr
90354,Other,54,More,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,?,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
90355,Other,31,More,0,1,0,0,0,1,0,0,Sweden,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Europe,Professional,Married,Dont_Know,1,NT,Swedish,Work,White,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Poor_quality,6-12_mo
62670,Programmer,56,More,0,0,0,0,0,0,0,1,Massachusetts,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Computer,Married,Censorship,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr
90357,Programmer,18,More,1,1,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,Some_College,26-50,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Taxes,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0,Other_sources,4-6_yr
90360,Physician,42,Equally,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Professional,26-50,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,4,Macintosh,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,1-3_yr
90363,Physician,36,More,1,1,0,0,0,0,1,0,Minnesota,1,0,0,0,0,0,Professional,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other,1-3_yr
91579,College_Student,17,Equally,0,0,0,0,0,0,1,0,Ohio,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Not_say,Yes,Yes,0,1,0,0,0,0,Cost_too_high,1-3_yr
91760,Other,35,More,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Masters,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Poor_quality,Over_7_yr
94402,Other,36,More,0,1,0,0,0,1,0,0,Afghanistan,0,0,0,1,0,0,Masters,NA,Female,Not_Say,0,0,1,0,0,0,0,0,0,Asia,Computer,Married,Taxes,3,Win95,Russian,Work,Other,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Not_Applicable,Heterosexual,No,Yes,0,1,0,0,0,1,Other_sources,4-6_yr
98201,College_Student,19,More,0,1,0,1,0,1,0,0,Australia,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,0,0,1,0,0,0,0,Oceania,Education,Single,Taxes,3,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Other_sources,1-3_yr
96530,Attorney/Judge,32,More,1,1,0,0,1,0,0,0,Illinois,0,0,0,1,0,0,Professional,Under_25,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Professional,Single,Encryption,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,4-6_yr
94043,Civil_Servant,22,Equally,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,College,Over_75,Male,$20-29,0,0,0,0,0,0,0,0,1,Oceania,Other,Single,Censorship,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Already_paying,4-6_yr
91100,Homemaker,18,More,0,0,0,0,0,0,0,1,North_Carolina,0,0,0,1,0,0,High_School,Never,Female,$10-19,0,0,0,0,0,0,1,0,0,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,1-3_yr
